user_id,timestamp,sentence_index,sentence,label,rating,has_spoiler,book_id,review_id
35cef391b171b4fca45771e508028212,2013-02-21,0,Implants are everywhere!,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Oh my gosh...this book.,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Oh my gosh...that ending....,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,"I may have peeked at the last line of the last page (okay, so I defiantly did.)",0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,"So, color me shocked when the ending still took me by complete surprise.",0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,"Got to love an author who knows readers like me, who sometimes can't resist temptation to look at the end, and gives such an ambiguous closer like that one to keep us guessing.",0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,I loved it!,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Not sure how I'm going to survive until book 4 is released.,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Crossing my fingers we get some Daemon POV in the next installment.,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Anyone else see the arum lurking in the shadows on the front cover?,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Creepy?,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Yup.,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,Awesome?,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-02-21,0,YES!,0,4,False,13362536,81ce7119166bb21c081721188c3a97bc
35cef391b171b4fca45771e508028212,2013-04-16,0,Can't wait for Travis' POV,0,0,False,15745950,0e1db3d4b04256f9660f5d276ddf1314
35cef391b171b4fca45771e508028212,2013-04-16,0,Travis Before Abby...,0,0,False,15745950,0e1db3d4b04256f9660f5d276ddf1314
35cef391b171b4fca45771e508028212,2013-04-16,0,Travis After Abby...,0,0,False,15745950,0e1db3d4b04256f9660f5d276ddf1314
35cef391b171b4fca45771e508028212,2012-12-28,0,Had this on my to-read shelf forever.,0,0,False,10861195,0b7f352e58caf0fd1f961e98ef04e89c
35cef391b171b4fca45771e508028212,2012-12-28,0,Will update once I've finished.,0,0,False,10861195,0b7f352e58caf0fd1f961e98ef04e89c
35cef391b171b4fca45771e508028212,2012-12-28,0,Can't wait!,0,0,False,10861195,0b7f352e58caf0fd1f961e98ef04e89c
35cef391b171b4fca45771e508028212,2013-03-25,0,The last book left me wanting for more.,0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,I need a happy ending on this one; my poor heart can't take all this drama.,0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,"Jem, you're a sweetheart, but you gotta love the broody bad boy Will.",0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,It's just that Will and Tessa connect on a level Jem and Tessa don't.,0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,"While Jem may be the safe choice, that doesn't make it the right choice.",0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,At the same time I really don't want to see Jem hurt.,0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,*cue frustrated sigh,0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,"Let's just write in two Tessa's, one for each of the boys, then everyone is happy!",0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,"Ok... So, maybe not.",0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-03-25,0,"Regardless, April cannot come soon enough!",0,4,False,6131164,9b19eff33ddb14e9e68fca2e90379e46
35cef391b171b4fca45771e508028212,2013-01-24,0,Things are heating up in the second novel of Infernal Devices.,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"Will is beginning to realize that a life without love isn't much of a life at all, but with the mysterious curse still hanging over his head he sees little he can do about it; that is until he seeks out Magnus Bane for help.",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,But has the answer he's been seeking come too late?,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,And then we have Jem; kind and devoted Jem.,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"He's the smart choice for Tessa, but does the smart choice equal the right choice?",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,Though his days are numbered he's willing to devote every last one to her.,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"He's got the girl, but does he have her heart...",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"And Tessa; she's been through so much and remains so strong, but the storm is far from over.",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"The man who has owned a part of her heart from their first meeting has announced his love at the 11th hour, but to give him her heart would mean to shatter another's.",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"She's given up so much it seems, can she give up this, too?",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,"While their hearts hang in the balance, a much greater threat looms over them all, as the illusive Mortmain thwarts them at every turn.",0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,Just what are his plans for Tessa?,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2013-01-24,0,Clockwork Prince is a spell binding tale that will have you hooked from start to finish.,0,4,False,10025305,8be463fed78f0da63e964706f710332b
35cef391b171b4fca45771e508028212,2012-12-29,0,"Before I even start this review, I must say that there are no words to truly describe the impact this book had on me.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,Its heart wrenching in a way that makes you re-evaluate your life.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"By the end of the book I was on the edge of my seat crossing my fingers for a happy ending for Sam, who had come so far from the girl she was at the beginning of the novel.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"I'm a sucker for happy endings, but sometimes it's the endings that aren't what we expect that stick with us long after we close the book.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,And stick with me it did.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"I was skeptical of reading this book, at first.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I mean really skeptical.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"The whole high-school-mean-girls-thing is typically overdone, with very little variety.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"However, not only did Before I Fall blow all of my doubts out of the water; it became one of my favorite books.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I laughed.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I cried.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"I found myself going through denial, anger, and finally acceptance right along with Sam.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"I should have enjoyed them more, should have memorized them all.",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I should have died on a day with a beautiful sunset.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I should have died on summer vacation or winter break.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I should have died on any other day.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,At the conclusion of the novel I was so upset.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"I re-read the end a dozen times, asking myself, ""is this it?",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,"It can't be!""",0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
35cef391b171b4fca45771e508028212,2012-12-29,0,I wanted to know why.,0,5,True,6482837,62ed1263c7d216986cc419cd4e8a408b
